Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1,"CJ Kotalik, JS Meyer, P Cadmus…","Integrated assessment of chemical and biological recovery after diversion and treatment of acid mine drainage in a Rocky Mountain stream",2023,"Environmental …","Wiley Online Library","https://setac.onlinelibrary.wiley.com/doi/abs/10.1002/etc.5515","https://scholar.google.com/scholar?cites=5899744180520549419&as_sdt=2005&sciodt=2007&hl=en",15,"2023-04-24 12:17:05","","10.1002/etc.5515","","",,,,,1,1.00,0,4,1,"… rapid elimination of acid mine drainage (AMD) … effects and recovery of streams from acid mine drainage and evaluation of toxic metal threshold ranges for macroinvertebrate community …","https://setac.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/etc.5515","https://scholar.google.com/scholar?q=related:K_ya8RIa4FEJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
7,"CM Neculita, GJ Zagury, B Bussière","11 Passive Treatment of Acid Mine Drainage at the Reclamation Stage",2021,"","","","https://scholar.google.com/scholar?cites=9634069264124185320&as_sdt=2005&sciodt=2007&hl=en",100,"2023-04-24 12:17:05","CITATION","","","",,,,,7,3.50,2,3,2,"","","https://scholar.google.com/scholar?q=related:6IqhxfMWs4UJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
8,"COA Turingan, GB Singson, BT Melchor, RD Alorro…","Evaluation of efficiencies of locally available neutralizing agents for passive treatment of acid mine drainage",2020,"Minerals","mdpi.com","https://www.mdpi.com/838092","https://scholar.google.com/scholar?cites=14942144240592583542&as_sdt=2005&sciodt=2007&hl=en",174,"2023-04-24 12:17:05","","","","",,,,,8,2.67,2,5,3,"… Acid mine drainage (AMD) is known as one of the worst environmental problems worldwide related to mining… Meeting of the American Society of Mining and Reclamation, Breckenridge, …","https://www.mdpi.com/2075-163X/10/10/845/pdf","https://scholar.google.com/scholar?q=related:dnsrGwUpXc8J:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
6,"COA Turingan, KS Cordero, AL Santos, GSL Tan…","Acid mine drainage treatment using a process train with laterite mine waste, concrete waste, and limestone as treatment media",2022,"Water","mdpi.com","https://www.mdpi.com/2073-4441/14/7/1070?utm_campaign=releaseissue_waterutm_medium=emailutm_source=releaseissueutm_term=doilink122","https://scholar.google.com/scholar?cites=9834316952728148862&as_sdt=2005&sciodt=2007&hl=en",86,"2023-04-24 12:17:05","HTML","","","",,,,,6,6.00,1,5,1,"… effects of acid mine drainage (AMD) lead to the destruction of surrounding ecosystems, including serious health impacts … Consequently, environmental problems related to waste rocks/…","https://www.mdpi.com/2073-4441/14/7/1070?utm_campaign=releaseissue_waterutm_medium=emailutm_source=releaseissueutm_term=doilink122","https://scholar.google.com/scholar?q=related:fpv2_ymDeogJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
47,"D Hou, P Zhang, D Wei, J Zhang, B Yan, L Cao…","Simultaneous removal of iron and manganese from acid mine drainage by acclimated bacteria",2020,"Journal of hazardous …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0304389420306208","https://scholar.google.com/scholar?cites=14212072092735997948&as_sdt=2005&sciodt=2007&hl=en",32,"2023-04-24 12:17:05","","","","",,,,,47,15.67,7,7,3,"… In this study, the relationship between bacterial community structure and environmental factors was analyzed by the redundancy analysis (RDA) using Canoco 5.0 (Ren et al., 2018). All …","","https://scholar.google.com/scholar?q=related:_IfFAUVsO8UJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
0,"D Ju, S Lee, C Lee, E Jeon, T Thriveni, MD Khan…","Acid Mine Drainage Treatment by Potential Carbon Mineralization: A Step Toward a Circular Economy",2022,"에너지공학","dbpia.co.kr","https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE11179301","",194,"2023-04-24 12:17:05","","","","",,,,,0,0.00,0,7,1,"… This paper aims to review the environmental impact and the limitations of current AMD … which helps society in the food chain cope with pollutants. However, in the case of AMD, the …","","https://scholar.google.com/scholar?q=related:oiBS2El_Q9sJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
7,"D Li, UM Rajagopalan, YSK De Silva, F Liu…","… Coherence Tomography (bOCT) in the Speedy Assessment of the Responses of the Seeds of Raphanus sativus L. (Kaiware Daikon) to Acid Mine Drainage …",2021,"Applied Sciences","mdpi.com","https://www.mdpi.com/1429322","https://scholar.google.com/scholar?cites=14836720016414713940&as_sdt=2005&sciodt=2007&hl=en",182,"2023-04-24 12:17:05","HTML","","","",,,,,7,3.50,1,5,2,"… from mines plays a vital role in global socio-economic development. However, acid mine drainage … and brings many adverse effects on the ecological environment and human health [1]. …","https://www.mdpi.com/1429322","https://scholar.google.com/scholar?q=related:VKhTIj-e5s0J:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
0,"D Ramutshatsha-Makhwedzha, T Mbaya…","Adsorptive removal of Cd2+, Pb2+, and Fe2+ from acid mine drainage using a mixture of waste orange and lemon activated carbon (WOLAC): equilibrium study",2023,"… Chemical Society","Springer","https://link.springer.com/article/10.1007/s13738-022-02739-w","",164,"2023-04-24 12:17:05","","10.1007/s13738-022-02739-w","","",,,,,0,0.00,0,3,1,"… mining activities has increased the amount of environmental organic and inorganic contaminants, of which heavy metals are one of the contaminants of concern. Acid mine drainage (…","","https://scholar.google.com/scholar?q=related:X4xkV3VhjkMJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
6,"D Ruppen, OA Chituri, ML Meck…","Community-Based Monitoring Detects Sources and Risks of Mining-Related Water Pollution in Zimbabwe",2021,"… in Environmental …","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fenvs.2021.754540/full?utm_source=dlvr.it&utm_medium=twitter","https://scholar.google.com/scholar?cites=9617658752241904099&as_sdt=2005&sciodt=2007&hl=en",176,"2023-04-24 12:17:05","HTML","10.3389/fenvs.2021.754540","","",,,,,6,3.00,2,4,2,"… Mine tailings and abandoned mines specifically affect water resources far beyond the lifespan of a mine via acid mine drainage (AMD) produced by accelerated oxidation and …","https://www.frontiersin.org/articles/10.3389/fenvs.2021.754540/full?utm_source=dlvr.it&utm_medium=twitter","https://scholar.google.com/scholar?q=related:4ylOuq3JeIUJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
6,"D Yang, R Fan, C Greet, C Priest","Microfluidic screening to study acid mine drainage",2020,"Environmental Science & …","ACS Publications","https://pubs.acs.org/doi/abs/10.1021/acs.est.0c02901","https://scholar.google.com/scholar?cites=17882048338821995050&as_sdt=2005&sciodt=2007&hl=en",4,"2023-04-24 12:17:05","","10.1021/acs.est.0c02901","","",,,,,6,2.00,2,4,3,"… efficiency, while reducing its environmental impact, are of utmost societal importance. In this … between mineral ores and their environment. Reagent and sample consumptions are …","","https://scholar.google.com/scholar?q=related:KlrZkzjMKfgJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
7,"E Chacon-Baca, A Santos, AM Sarmiento, AT Luís…","Acid mine drainage as energizing microbial niches for the formation of iron stromatolites: The Tintillo River in Southwest Spain",2021,"Astrobiology","liebertpub.com","https://www.liebertpub.com/doi/abs/10.1089/ast.2019.2164","https://scholar.google.com/scholar?cites=197459257164480026&as_sdt=2005&sciodt=2007&hl=en",200,"2023-04-24 12:17:05","","10.1089/ast.2019.2164","","",,,,,7,3.50,1,5,2,"… Current polluted environments known as acid mine drainage (AMD) contain copious amounts of iron and sulfur, and therefore, they are excellent modern analogues of ancient scenarios…","https://www.researchgate.net/profile/Elizabeth-Chacon/publication/347866150_Acid_Mine_Drainage_as_Energizing_Microbial_Niches_for_the_Formation_of_Iron_Stromatolites_The_Tintillo_River_in_Southwest_Spain/links/5fe7821345851553a0f5aea7/Acid-Mine-Drainage-as-Energizing-Microbial-Niches-for-the-Formation-of-Iron-Stromatolites-The-Tintillo-River-in-Southwest-Spain.pdf","https://scholar.google.com/scholar?q=related:Gr7m8CWEvQIJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
1,"E Kimpiab, KF Kapiamba, L Folifac, O Oyekola…","Synthesis of Stabilized Iron Nanoparticles from Acid Mine Drainage and Rooibos Tea for Application as a Fenton-like Catalyst",2022,"ACS …","ACS Publications","https://pubs.acs.org/doi/abs/10.1021/acsomega.2c01846","https://scholar.google.com/scholar?cites=14789401815282363657&as_sdt=2005&sciodt=2007&hl=en",71,"2023-04-24 12:17:05","","10.1021/acsomega.2c01846","","",,,,,1,1.00,0,5,1,"… Because of the limitations of chemical precipitation methods as well as potential environmental concerns, this research focused on synthesizing iron nanoparticles from AMD using …","https://pubs.acs.org/doi/full/10.1021/acsomega.2c01846","https://scholar.google.com/scholar?q=related:CS1s6JeCPs0J:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
5,"E Leiva, M Cayazzo, L Dávila, M Torres, C Ledezma","Acid mine drainage dynamics from a paste tailing deposit: Effect of sulfate content on the consistency and chemical stability after storage",2021,"Metals","mdpi.com","https://www.mdpi.com/1122828","https://scholar.google.com/scholar?cites=15203979338489563899&as_sdt=2005&sciodt=2007&hl=en",106,"2023-04-24 12:17:05","","","","",,,,,5,2.50,1,5,2,"… water and reduce the generation of acid mine drainage (AMD) and the release of leachates (eg, acid … (AMD) generation is the most important environmental challenge related to tailings …","https://www.mdpi.com/2075-4701/11/6/860/pdf","https://scholar.google.com/scholar?q=related:-4oMe6di_9IJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
42,"ECB Felipe, KA Batista, ACQ Ladeira","Recovery of rare earth elements from acid mine drainage by ion exchange",2021,"Environmental Technology","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/09593330.2020.1713219","https://scholar.google.com/scholar?cites=17662388751042768591&as_sdt=2005&sciodt=2007&hl=en",60,"2023-04-24 12:17:05","","10.1080/09593330.2020.1713219","","",,,,,42,21.00,14,3,2,"… an acid mine water by using cationic exchange resins. The acid water, collected in a uranium mine, … However, the influence of the impurities present in the acid mine water will not be …","","https://scholar.google.com/scholar?q=related:z27CXv1oHfUJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
1,"ED Burton, N Karimian, JL Hamilton…","Iron Isotopes in Acid Mine Drainage: Extreme and Divergent Fractionation between Solid (Schwertmannite, Jarosite, and Ferric Arsenate) and Aqueous Species",2022,"Environmental science …","ACS Publications","https://pubs.acs.org/doi/abs/10.1021/acs.est.2c05999","https://scholar.google.com/scholar?cites=12887125113481671939&as_sdt=2005&sciodt=2007&hl=en",64,"2023-04-24 12:17:05","","10.1021/acs.est.2c05999","","",,,,,1,1.00,0,4,1,"… However, the isotopic fractionation of Fe in acid mine drainage (AMD) has received little … Acid mine drainage (AMD) is a significant environmental issue faced by the mining industry. …","","https://scholar.google.com/scholar?q=related:AzUXBQNE2LIJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
29,"ED Burton, N Karimian, SG Johnston…","Arsenic-imposed effects on schwertmannite and jarosite formation in acid mine drainage and coupled impacts on arsenic mobility",2021,"ACS Earth and Space …","ACS Publications","https://pubs.acs.org/doi/abs/10.1021/acsearthspacechem.1c00047","https://scholar.google.com/scholar?cites=13775083092598216069&as_sdt=2005&sciodt=2007&hl=en",21,"2023-04-24 12:17:05","","10.1021/acsearthspacechem.1c00047","","",,,,,29,14.50,7,4,2,"… Acid mine drainage (AMD) is one of the most significant environmental issues faced by the mining industry worldwide. (1) AMD is formed by microbially mediated oxidation of sulfide …","https://pubs.acs.org/doi/pdf/10.1021/acsearthspacechem.1c00047","https://scholar.google.com/scholar?q=related:hVXO1RbtKr8J:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
28,"EW Nogueira, LAG de Godoi, LNM Yabuki…","Sulfate and metal removal from acid mine drainage using sugarcane vinasse as electron donor: Performance and microbial community of the down-flow structured …",2021,"Bioresource …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0960852421003072","https://scholar.google.com/scholar?cites=726255424002896311&as_sdt=2005&sciodt=2007&hl=en",17,"2023-04-24 12:17:05","","","","",,,,,28,14.00,7,4,2,"The down flow structured bed bioreactor (DFSBR) was applied to treat synthetic acid mine drainage (AMD) to reduce sulfate, increase the pH and precipitate metals in solutions (Co, Cu, …","","https://scholar.google.com/scholar?q=related:t7Hk03UtFAoJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
1,"F Fahruddin, N Nurhaedar…","Estuary sediment treatment for reducing sulfate in acid mine water",2020,"Environment and Natural …","ph02.tci-thaijo.org","https://ph02.tci-thaijo.org/index.php/ennrj/article/view/239889","https://scholar.google.com/scholar?cites=4204598865927964653&as_sdt=2005&sciodt=2007&hl=en",188,"2023-04-24 12:17:05","","","","",,,,,1,0.33,0,3,3,"… Acid mine water causes environmental problems due to its high acidity caused by its high sulfate … Effect of acid mine drainage on creeks or streams in a mining community in Ghana and …","https://ph02.tci-thaijo.org/index.php/ennrj/article/download/239889/163571","https://scholar.google.com/scholar?q=related:7YelQmS8WToJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
9,"F Hadadi, B Jodeiri Shokri…","Probabilistic prediction of acid mine drainage generation risk based on pyrite oxidation process in coal washery rejects-A Case Study",2021,"… and Environment","jme.shahroodut.ac.ir","https://jme.shahroodut.ac.ir/article_1814.html","https://scholar.google.com/scholar?cites=1861485913418842013&as_sdt=2005&sciodt=2007&hl=en",191,"2023-04-24 12:17:05","","","","",,,,,9,4.50,3,3,2,"… In this paper, we investigate a probabilistic approach in order to predict how acid mine drainage is generated within coal waste particles in NE Iran. For this, a database is built based on …","https://jme.shahroodut.ac.ir/article_1814_08459758f1f7f3b09f492833ff446ce4.pdf","https://scholar.google.com/scholar?q=related:nT-5X5NT1RkJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
2,"F Plewniak, S Crognale, O Bruneel…","Metatranscriptomic outlook on green and brown food webs in acid mine drainage",2021,"Environmental …","Wiley Online Library","https://sfamjournals.onlinelibrary.wiley.com/doi/abs/10.1111/1758-2229.12958","https://scholar.google.com/scholar?cites=6688262399525998275&as_sdt=2005&sciodt=2007&hl=en",35,"2023-04-24 12:17:05","","10.1111/1758-2229.12958","","",,,,,2,1.00,1,4,2,"Acid mine drainages (AMDs), metal‐rich acidic effluents generated by mining activities, are … having a positive effect on phytoplankton. These results suggest that in addition to direct …","https://hal-pasteur.archives-ouvertes.fr/pasteur-03228510/file/Plewniak%20et%20al%202021.pdf","https://scholar.google.com/scholar?q=related:w05ZaDd70VwJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
0,"FA Hutagalung","The Evaluation of Acid Mine Drainage Management Policy: implementation in Muara Enim Regency, South Sumatera, Indonesia",2021,"","essay.utwente.nl","http://essay.utwente.nl/88165/","",158,"2023-04-24 12:17:05","","","","",,,,,0,0.00,0,1,2,"… for action and determine the policy's goals and targets to implement Acid Mine Drainage (… and collaborate in diminishing the harmful environmental effect of the AMD generation. This …","http://essay.utwente.nl/88165/1/Hutagalung_MA_BMS.pdf","https://scholar.google.com/scholar?q=related:jFeTThqFQT4J:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
48,"G Chen, Y Ye, N Yao, N Hu, J Zhang…","A critical review of prevention, treatment, reuse, and resource recovery from acid mine drainage",2021,"Journal of cleaner …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0959652621038439","https://scholar.google.com/scholar?cites=5593903832063819215&as_sdt=2005&sciodt=2007&hl=en",39,"2023-04-24 12:17:05","","","","",,,,,48,24.00,8,6,2,"… Acid mine drainage (AMD) causes serious environmental pollution owing to its high acidity, toxic metal content, and sulfate content. This review describes the mechanism of formation …","","https://scholar.google.com/scholar?q=related:zz3cweWJoU0J:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
1,"G Montes-Atenas","Fundamentals and Practical Aspects of Acid Mine Drainage Treatment: An Overview from Mine Closure Perspective",2022,"Wastewater Treatment","books.google.com","https://books.google.com/books?hl=en&lr=&id=XrGTEAAAQBAJ&oi=fnd&pg=PA195&dq=effect+of+acid+mine+drainage+on+the+environment+and+society&ots=xYuQbxnNnq&sig=r5DsOyPFaZBv7-276RFrdJSZGqw","https://scholar.google.com/scholar?cites=13549103553432993683&as_sdt=2005&sciodt=2007&hl=en",168,"2023-04-24 12:17:05","","","","",,,,,1,1.00,1,1,1,"… among the scientific community about the impact of carrying out mining activities [1, 2… atmosphere or other media such as surface-or groundwaters. Among the latter, Acid Mine Drainage …","https://www.intechopen.com/chapters/81469","https://scholar.google.com/scholar?q=related:kz9bR-UVCLwJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
14,"G Thomas, C Sheridan, PE Holm","A critical review of phytoremediation for acid mine drainage-impacted environments",2022,"Science of the Total Environment","Elsevier","https://www.sciencedirect.com/science/article/pii/S004896972107306X","https://scholar.google.com/scholar?cites=1977058767828316790&as_sdt=2005&sciodt=2007&hl=en",5,"2023-04-24 12:17:05","HTML","","","",,,,,14,14.00,5,3,1,"… Acid mine drainage (AMD), a waste product of mining activities containing sulfates, iron and heavy metals, causes severe environmental … and AMD-impacted environments and critically …","https://www.sciencedirect.com/science/article/pii/S004896972107306X","https://scholar.google.com/scholar?q=related:dnJ6dHnsbxsJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
0,"G Xubo, L Hongyu, G Peili, Z Xingzhou…","Simulation study on remediation of acid mine drainage by in-situ injection of limestone based sustained release materials",2022,"地质科技通报","dzkjqb.cug.edu.cn","https://dzkjqb.cug.edu.cn/en/article/doi/10.19509/j.cnki.dzkq.2022.0221","",197,"2023-04-24 12:17:05","","10.19509/j.cnki.dzkq.2022.0221","","",,,,,0,0.00,0,5,1,"… Acid mine drainage (AMD) produced by mining activities in karst areas seriously threatens the safety of regional ecological environment. … Journal of China Coal Society, 2018, 43(1): 21-…","","https://scholar.google.com/scholar?q=related:6ueFl0xZSioJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
0,"GS Simate","Legislation and Policies Governing the Management of Acid Mine Drainage",2021,"Acid Mine Drainage","taylorfrancis.com","https://www.taylorfrancis.com/chapters/edit/10.1201/9780429401985-5/legislation-policies-governing-management-acid-mine-drainage-geoffrey-simate","",89,"2023-04-24 12:17:05","","10.1201/9780429401985-5","","",,,,,0,0.00,0,1,2,"… environment from the harmful effects of mining, including mitigating potential adverse impacts of acid mine drainage (… the community in the management of these environmental issues, …","","https://scholar.google.com/scholar?q=related:RfRAb4LuPyIJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
2,"GS Simate","Environmental and health effects of acid mine drainage",2021,"Acid Mine Drainage","taylorfrancis.com","https://www.taylorfrancis.com/chapters/edit/10.1201/9780429401985-6/environmental-health-effects-acid-mine-drainage-geoffrey-simate","https://scholar.google.com/scholar?cites=6950445772409701604&as_sdt=2005&sciodt=2007&hl=en",115,"2023-04-24 12:17:05","","10.1201/9780429401985-6","","",,,,,2,1.00,2,1,2,"… Review on removal of heavy metals from acid mine drainage. Applied Ecology and Environmental … Acid mine drainage and effects on fish health and ecology: A review. Reclamation …","","https://scholar.google.com/scholar?q=related:5IQY35rxdGAJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
0,"GS Simate","Chemistry of Acid Mine Drainage Formation",2021,"Acid Mine Drainage","taylorfrancis.com","https://www.taylorfrancis.com/chapters/edit/10.1201/9780429401985-4/chemistry-acid-mine-drainage-formation-geoffrey-simate","",159,"2023-04-24 12:17:05","","10.1201/9780429401985-4","","",,,,,0,0.00,0,1,2,"… Water recovery from acid mine drainage by electrodialysis. Minerals Engineering 4: 82–89. … Pyrrhotite and associated sulphides and their relationship to acid rock drainage in the Halifax …","","https://scholar.google.com/scholar?q=related:ZWbXAOSQsUEJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
4,"GS Simate, S Ndlovu","Acid Mine Drainage: From Waste to Resources",2021,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=n60REAAAQBAJ&oi=fnd&pg=PT6&dq=effect+of+acid+mine+drainage+on+the+environment+and+society&ots=6Q5LZypwlN&sig=2zUzprrbwXhfi0kCxBnqANKMvqc","https://scholar.google.com/scholar?cites=4053860408289645164&as_sdt=2005&sciodt=2007&hl=en",19,"2023-04-24 12:17:05","BOOK","","","",,,,,4,2.00,2,2,2,"… : “Acid Mine Drainage (AMD) is basically the flow of water polluted with metals and other substances from existing/old mining … of rare earth elements in acid mine drainage environments. …","","https://scholar.google.com/scholar?q=related:bNIfJZA0QjgJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
0,"H Li, J Di, Y Dong, S Bao, S Fu","Dynamic experiment on remediation of acid mine drainage by iron–carbon microelectrolysis enhancing sulfate-reducing bacteria",2023,"Environmental Science: Water …","pubs.rsc.org","https://pubs.rsc.org/en/content/articlehtml/2023/ew/d2ew00947a","",36,"2023-04-24 12:17:05","","","","",,,,,0,0.00,0,5,1,"… The environmental damage caused by acid mine drainage (… the effect of IC-ME on microbial community changes, the 16S … was used to analyze the bacterial community of the filler in the …","",""
6,"H Lucas, S Stopic, B Xakalashe, S Ndlovu, B Friedrich","Synergism red mud-acid mine drainage as a sustainable solution for neutralizing and immobilizing hazardous elements",2021,"Metals","mdpi.com","https://www.mdpi.com/2075-4701/11/4/620","https://scholar.google.com/scholar?cites=4792297463110752811&as_sdt=2005&sciodt=2007&hl=en",88,"2023-04-24 12:17:05","","","","",,,,,6,3.00,1,5,2,"Acid mine drainage (AMD) and red mud (RM) are frequently available in the metallurgical and mining industry. Treating AMD solutions require the generation of enough alkalinity to …","https://www.mdpi.com/2075-4701/11/4/620/pdf","https://scholar.google.com/scholar?q=related:K9q46iapgUIJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
0,"H Syaf, LOA Nur Ramadhan, LB Sudia…","Analysis of the Potential for Acid Mine Drainage of the Nickel Mining Area in the Ultramafic Formation.",2021,"Review of International …","academia.edu","https://www.academia.edu/download/71772693/1644.pdf","",192,"2023-04-24 12:17:05","PDF","","","",,,,,0,0.00,0,4,2,"… The environmental impact caused by acid mine drainage can be minimized by preventing direct … Effect of organic substrate on the microbial community structure in pilot-scale sulfate…","https://www.academia.edu/download/71772693/1644.pdf","https://scholar.google.com/scholar?q=related:TfeGbTOSx04J:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
2,"H Tang, J Luo, L Zheng, C Liu, H Li, G Wu, M Zeng…","Characteristics of pores in coals exposed to acid mine drainage",2021,"Energy Reports","Elsevier","https://www.sciencedirect.com/science/article/pii/S2352484721012002","https://scholar.google.com/scholar?cites=8497442907573474165&as_sdt=2005&sciodt=2007&hl=en",99,"2023-04-24 12:17:05","HTML","","","",,,,,2,1.00,0,8,2,"… effects of acidic water on coal involve soaking coal gangue in aqueous solutions of nitric or sulfuric acid to simulate a static or dynamic acidic water environment. … Society for Rock …","https://www.sciencedirect.com/science/article/pii/S2352484721012002","https://scholar.google.com/scholar?q=related:dVMUlU377HUJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
26,"HL Wu, D Zhang, YJ Du, VC Li","Durability of engineered cementitious composite exposed to acid mine drainage",2020,"Cement and Concrete Composites","Elsevier","https://www.sciencedirect.com/science/article/pii/S0958946520300421","https://scholar.google.com/scholar?cites=3079961939190773180&as_sdt=2005&sciodt=2007&hl=en",119,"2023-04-24 12:17:05","","","","",,,,,26,8.67,7,4,3,"… This study investigated the durability of ECC subjected to wet-dry cycles in the acidic mine drainage (AMD) environment. ECC's mechanical properties and self-healing capability were …","https://www.sciencedirect.com/science/article/am/pii/S0958946520300421","https://scholar.google.com/scholar?q=related:vHUwuxA5vioJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
43,"HL Wu, YJ Du, J Yu, YL Yang, VC Li","Hydraulic conductivity and self-healing performance of engineered cementitious composites exposed to acid mine drainage",2020,"Science of the Total Environment","Elsevier","https://www.sciencedirect.com/science/article/pii/S0048969720306057","https://scholar.google.com/scholar?cites=13342574304243136450&as_sdt=2005&sciodt=2007&hl=en",49,"2023-04-24 12:17:05","","","","",,,,,43,14.33,9,5,3,"… Engineered Cementitious Composite (ECC) is proposed as a promising vertical cutoff wall material to contain acid mine drainage (AMD). The study presents comprehensive …","http://acemrl.engin.umich.edu/wp-content/uploads/sites/412/2020/02/Hydraulic-conductivity-and-self-healing-performance-of-Engineered-Cementitious-Composites-exposed-to-Acid-Mine-Drainage.pdf","https://scholar.google.com/scholar?q=related:wreqQaNYKrkJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
