Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"Y. Lu","Distrust Behavior in Social Network Large-Scale Group Decision Making and Its Application in Water Pollution Management",2023,"Water (Switzerland)","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85159168878&origin=inward",176,"2023-12-15 21:21:59","Article","10.3390/w15091638","2073-4441","https://api.elsevier.com/content/abstract/scopus_id/85159168878",15,9,,,0,0.00,0,1,1,"","",""
73,"Y. Rezaeisabzevar","Landfill site selection using multi criteria decision making: Influential factors for comparing locations",2020,"Journal of Environmental Sciences (China)","","https://api.elsevier.com/content/article/eid/1-s2.0-S1001074220300875","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084109381&origin=inward",5,"2023-12-15 21:21:59","Review","10.1016/j.jes.2020.02.030","1001-0742","https://api.elsevier.com/content/abstract/scopus_id/85084109381",93,,170,184,73,24.33,73,1,3,"","",""
22,"Y. Tu","Regional water resources security evaluation based on a hybrid fuzzy BWM-TOPSIS method",2020,"International Journal of Environmental Research and Public Health","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85088018001&origin=inward",30,"2023-12-15 21:21:59","Article","10.3390/ijerph17144987","1661-7827","https://api.elsevier.com/content/abstract/scopus_id/85088018001",17,14,1,24,22,7.33,22,1,3,"","",""
3,"Y. Wang","Coal Weight Measurement Method of Belt Conveyor Based on Binocular Stereo Vision",2020,"2020 7th International Conference on Information, Cybernetics, and Computational Social Systems, ICCSS 2020","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85100872368&origin=inward",112,"2023-12-15 21:21:59","Conference Paper","10.1109/ICCSS52145.2020.9336813","","https://api.elsevier.com/content/abstract/scopus_id/85100872368",,,486,492,3,1.00,3,1,3,"","",""
2,"Y. Wang","Dynamic analysis and control optimization of hydrogen supply for the proton exchange membrane fuel cell and metal hydride coupling system with a hydrogen buffer tank",2023,"Energy Conversion and Management","","https://api.elsevier.com/content/article/eid/1-s2.0-S0196890423006854","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85163525042&origin=inward",119,"2023-12-15 21:21:59","Article","10.1016/j.enconman.2023.117339","0196-8904","https://api.elsevier.com/content/abstract/scopus_id/85163525042",291,,,,2,2.00,2,1,1,"","",""
6,"Y. Xu","Prediction of the Adaptability of Using Continuous Extraction and Continuous Backfill Mining Method to Sequestrate CO<inf>2</inf>-A Case Study",2022,"Minerals","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85137381979&origin=inward",82,"2023-12-15 21:21:59","Article","10.3390/min12080936","2075-163X","https://api.elsevier.com/content/abstract/scopus_id/85137381979",12,8,,,6,6.00,6,1,1,"","",""
42,"Y. Zhou","Evaluation Index System of Green Surface Mining in China",2020,"Mining, Metallurgy and Exploration","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085506604&origin=inward",13,"2023-12-15 21:21:59","Article","10.1007/s42461-020-00236-3","2524-3462","https://api.elsevier.com/content/abstract/scopus_id/85085506604",37,4,1093,1103,42,14.00,42,1,3,"","",""
1,"Y.C. Lee","Prioritizing selection criteria of distributed circular water systems: A fuzzy based multi-criteria decision-making approach",2023,"Journal of Cleaner Production","","https://api.elsevier.com/content/article/eid/1-s2.0-S095965262302231X","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85166465636&origin=inward",137,"2023-12-15 21:21:59","Article","10.1016/j.jclepro.2023.138073","0959-6526","https://api.elsevier.com/content/abstract/scopus_id/85166465636",417,,,,1,1.00,1,1,1,"","",""
5,"Y.D. Tan","Cooperative game-based anchor process allocation within sustainable palm oil based complex for environment-food-energy-water nexus evaluation",2021,"Journal of Cleaner Production","","https://api.elsevier.com/content/article/eid/1-s2.0-S0959652621021454","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85109464281&origin=inward",92,"2023-12-15 21:21:59","Article","10.1016/j.jclepro.2021.127927","0959-6526","https://api.elsevier.com/content/abstract/scopus_id/85109464281",314,,,,5,2.50,5,1,2,"","",""
3,"Y.D. Tan","Shapley-Shubik Index incorporated debottlenecking framework for sustainable food-energy-water nexus optimised palm oil-based complex",2021,"Journal of Cleaner Production","","https://api.elsevier.com/content/article/eid/1-s2.0-S0959652621016565","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85106499239&origin=inward",109,"2023-12-15 21:21:59","Article","10.1016/j.jclepro.2021.127437","0959-6526","https://api.elsevier.com/content/abstract/scopus_id/85106499239",309,,,,3,1.50,3,1,2,"","",""
0,"Y.T. Negash","Developing a hierarchical framework for assessing the strategic effectiveness of sustainable waste management in the Somaliland construction industry",2023,"Environmental Science and Pollution Research","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85153712558&origin=inward",178,"2023-12-15 21:21:59","Article","10.1007/s11356-023-27060-8","0944-1344","https://api.elsevier.com/content/abstract/scopus_id/85153712558",30,25,67303,67325,0,0.00,0,1,1,"","",""
7,"Z. Chen","Environmental impact of the effluents discharging from full-scale wastewater treatment plants evaluated by a hybrid fuzzy approach",2021,"Science of the Total Environment","","https://api.elsevier.com/content/article/eid/1-s2.0-S0048969721032836","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85107631408&origin=inward",79,"2023-12-15 21:21:59","Article","10.1016/j.scitotenv.2021.148212","0048-9697","https://api.elsevier.com/content/abstract/scopus_id/85107631408",790,,,,7,3.50,7,1,2,"","",""
2,"Z. Cheng","Research on emergency treatment technology for water pollution accidents where the pollutants are not included in the emergency database",2021,"Water Science and Technology","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85120522064&origin=inward",132,"2023-12-15 21:21:59","Article","10.2166/wst.2021.445","0273-1223","https://api.elsevier.com/content/abstract/scopus_id/85120522064",84,9,2318,2334,2,1.00,2,1,2,"","",""
1,"Z. Jalilibal","A Hybrid Grounded Theory, Fuzzy DEMATEL and ISM Method for Assessment of Sustainability Criteria for Project Portfolio Selection Problems",2022,"Iranian journal of Management Studies","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85133638546&origin=inward",146,"2023-12-15 21:21:59","Article","10.22059/IJMS.2021.317127.674399","2008-7055","https://api.elsevier.com/content/abstract/scopus_id/85133638546",15,3,425,442,1,1.00,1,1,1,"","",""
2,"Z. Mu","Risk Analysis of Dynamic Water Level Setting of Reservoir in Flood Season Based on Multi-index",2022,"Water Resources Management","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85131595858&origin=inward",129,"2023-12-15 21:21:59","Article","10.1007/s11269-022-03188-z","0920-4741","https://api.elsevier.com/content/abstract/scopus_id/85131595858",36,9,3067,3086,2,2.00,2,1,1,"","",""
129,"Z. Ye","Tackling environmental challenges in pollution controls using artificial intelligence: A review",2020,"Science of the Total Environment","","https://api.elsevier.com/content/article/eid/1-s2.0-S0048969719342627","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074240649&origin=inward",3,"2023-12-15 21:21:59","Review","10.1016/j.scitotenv.2019.134279","0048-9697","https://api.elsevier.com/content/abstract/scopus_id/85074240649",699,,,,129,43.00,129,1,3,"","",""
